"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $132.32/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode"
"0x98bf556a0db417f947506cb8d5d208737db73dddc4026beef983ea7be2eeb65c","8009084","1561222195","6/22/2019 4:49:55 PM","0x871463ce6b696c0c46910a996070bff9dcc5c351","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000047112","0.00623385984","309.41","","",""
"0x8b7b6d1f76743658aebf825fa5e8f6737b079759dee64f45cc498ca7690c2173","8009084","1561222195","6/22/2019 4:49:55 PM","0xd24e0a25b7a581d1adadd30c14b009047890e6f2","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0003394149381","0.044911384609392","309.41","","",""
"0x585779e0a73673e6af908d18d48829ee0a5a50da69855aa4a19ca8297a5538a4","8009263","1561224668","6/22/2019 5:31:08 PM","0x57d9054154b3b05c2d3f92fc87aeabe7e8bcfe9c","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0014593383","0.193099643856","309.41","","",""
"0x536d72a43f7a50d476f7c310f08157d483713d831883fdb4e9bc685ebd3c007b","8009405","1561226565","6/22/2019 6:02:45 PM","0xe10746aeac9cc260afe434951bbbc48816ad1b71","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000339381","0.04490689392","309.41","","",""
"0x0712369ba7be146383eeeefd45caf210164f7f99727c170e97fac9f67bd87d7b","8009476","1561227627","6/22/2019 6:20:27 PM","0xb196e07a18e3334e1865a06cffc6d7ec0bd46fdb","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0008823906","0.116757924192","309.41","","",""
"0xb6c05e173d5ce23b15a724dba143140909953a642deae894cfad0eac864040dc","8009703","1561230783","6/22/2019 7:13:03 PM","0x446139a2da60f7b6acd5e1a5e8c17dc02d900e1c","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x4acaf3cf0efbec756703450b213b84c2b19d34f2440e729c87f350c7400b5245","8009736","1561231135","6/22/2019 7:18:55 PM","0x84a721ab15694e736bd2f93efb70ae7a5bfad3d3","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x53ac253f7d1d8e207a894b4a3db42d3b312a99253f7ca2d4b86ecb1932fd29d5","8009776","1561231700","6/22/2019 7:28:20 PM","0xd0dcbe82cdb3072fdc4c9dbc3e0f3e6b96101d1e","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x40490510e525a997b2802c59edfe3e3f7d745f461a1bbf889439ec10a4b4e927","8009789","1561231876","6/22/2019 7:31:16 PM","0x98faef4b42db4fab4a31fbc9319a0d6e9d3b5ac2","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x3c64652be74cc17f8c537b25725a7df27ba90ef87d38034e342c0f40a5c777a1","8009790","1561231877","6/22/2019 7:31:17 PM","0x56d037d72acdbf7c43b5addb6e5c8327f9ac00cc","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000339381","0.04490689392","309.41","","",""
"0x335fb0f5562743d8acab7c2a9327908852a3bdd9aee08ab4515f7f1c47520de4","8009843","1561232686","6/22/2019 7:44:46 PM","0xa3de219c48070889bb48517f185150d991cc1e1f","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x7f01feb0747bc157c27a23dc934d1c331cd2f57ebb880a6b7b0df71c9969ad7b","8009900","1561233402","6/22/2019 7:56:42 PM","0xd410e609fac8f035aaed6c9375bda0ddc6d8016f","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000109458","0.01448348256","309.41","Error(0)","Out of gas",""
"0x2ce3ffc0cc9deae8c683c703da8ddc834313b69d2e4c7b90a2f36e82c72e4da6","8009958","1561234264","6/22/2019 8:11:04 PM","0x6365ca7eeac872310727dacebfd5c31fe9ebacea","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0xf8d933a7cbc94e418bcb62e5ffd102eb21eeebb825480fea6618889ac837f979","8010234","1561237848","6/22/2019 9:10:48 PM","0xa3d3b0d7ea8ab3cae4aaa0cbc7119a3777e80eb2","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x44539da18254760b28a75231bb5b959200f84f3f30352b063089da95cc674744","8010502","1561241456","6/22/2019 10:10:56 PM","0xcf2fc13f1ba11630778d74c2033b0fe1b9851cb6","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x17719a88e1bfcc1e49af1ebcedd5448f139c3e6dd0bdb854b3a299cc20c2b292","8010510","1561241565","6/22/2019 10:12:45 PM","0xad9362abcf6e97c4ad880441fbef0ed2f2e32c19","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x8fe9d2288b0921da38fe08a46c8342d3da106d92f7e673e739814ec63cd57a74","8010859","1561246311","6/22/2019 11:31:51 PM","0x924b575917f822e32e88b7e7171fe0c00c70f401","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x11db74da324982767bcf6ec179bbbd199cc0e1defe6b9c299a7b7534a7f93d0d","8010950","1561247640","6/22/2019 11:54:00 PM","0x26404746cd2228018f86c98f580e5030b06ff3c8","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","309.41","","",""
"0x8a8372b534780cdbcf85d9e747e2ba4657ae25d5351ea512c090dec5d788e239","8011007","1561248290","6/23/2019 12:04:50 AM","0xd3d4a79eef520ce8971cae57c793c99cfed963ae","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0xfd5d7481d4d9366e112fed095a052af80feb6160c9588655a7ba87208c1ce8a3","8011053","1561248783","6/23/2019 12:13:03 AM","0x383f42b5de515c564641f65f5da3bd8b4a35b4b4","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0xd0c6d442671a4c88a4cf348fd258e879e55b20673f7fffa925da54fec468c822","8011258","1561251514","6/23/2019 12:58:34 AM","0xf6205f089aa9d19bc8fa085b28a4307ef77fadc5","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0x679a4033142b7c90ed7ebcda93bb85329749ec3ec9cd0e91671f40cc0a2b6cb6","8011576","1561255793","6/23/2019 2:09:53 AM","0x3b2866ebc0bbba40daf4a90a227012148eebda67","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0x3675829017ed7b593ac0c55e8ec4f35b514efcf8366005497a1714fb37ff01fb","8011593","1561256002","6/23/2019 2:13:22 AM","0xd441b7e82e11d66b981f879fb1d4720876ec941b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0x3ec4818d44a9fea471f71cc08633f00798220643b58b6a2daea9159cf4de986b","8011594","1561256022","6/23/2019 2:13:42 AM","0xd441b7e82e11d66b981f879fb1d4720876ec941b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00007623","0.0100867536","307.37","","",""
"0x72be88989288a6ffe369b9a4d4bfaff74aa1d7e35f7614497893deb0aad99094","8011641","1561256666","6/23/2019 2:24:26 AM","0x913d74033d61de00c388e4d30ba5ac016b104f56","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0xc3cb38d9844be0b31ac8e7c5c383bda47bc2253d5e6eff815b8921a549526444","8011674","1561257094","6/23/2019 2:31:34 AM","0xfadf6dbc1e85a25266d395f8063ce4f7c57f8534","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0xcc50a6d5f3d6de2448d0c69ac22272ef3d0ff43019dfeaf73ec758c4d61df279","8011736","1561258066","6/23/2019 2:47:46 AM","0x690a459586948124d1a685048c7f2cb15ec18eec","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0x714dbfab4ebd2e0444a892a5ca40273b5f4fbb4b3b4049f98bbfdceb9c2c819a","8011737","1561258073","6/23/2019 2:47:53 AM","0x7e77731ac6b9625ac864bbeedcdfb275fcae1528","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0xfcf1d3fd11a441c56a4a069c3bb1095f1a4993c964ef9b8a03692b8cb769d601","8011804","1561259205","6/23/2019 3:06:45 AM","0x2d6b5461de0bfc626fb739b8e9238faf0485d536","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0xcab9755ba4ba490071713541c4f04202b19782dc82bc69ce327f673632db6e5a","8011882","1561260106","6/23/2019 3:21:46 AM","0xfce8059b32dac6ba314b7dac0f349efb9e5a1fc8","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.001357524","0.17962757568","307.37","","",""
"0x2b152515ea4bea3dd7a6af4899fee4892586723b65d60c719e8e28494bf1b68e","8012568","1561268947","6/23/2019 5:49:07 AM","0xb7f8a5bcf79b6bd38c7b2a650d6a3301dc6293cd","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0x8a5b3cf6bacf5fa583cc6de2a9e9bb4ce22071e7d460f42f4eca8b0ccf5e6f9c","8012634","1561269949","6/23/2019 6:05:49 AM","0x5ddddb7d81efda7bd24bcef757f3420fa7f6578f","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0x955d1d67c463d0360d12c1312e0a5cb950f044d439377316c3c275b300be4ddb","8012788","1561272376","6/23/2019 6:46:16 AM","0xfed5b6f65d42af35b87795f5c05da2ac07a8aa4e","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00086542155","0.114512579496","307.37","","",""
"0x179b6a2bde42bd49b09e72cdd02a8f5f9d28fc26536f583657a88cdd9a6a74a6","8013005","1561275395","6/23/2019 7:36:35 AM","0x0029ab135b5be72168bf80f140d60a9264dbd0c5","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0008484525","0.1122672348","307.37","","",""
"0x2164c45235ac559d86511b4a3943f1bcdb4b77f94ceab0a9fcf489bf249a0995","8013030","1561275711","6/23/2019 7:41:51 AM","0x31c4a3655cd27e25aa2858279d60355b13217497","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00103511205","0.136966026456","307.37","","",""
"0x13c97fd22e3a6a591e952ede87bddfd29a2ebab6576bc06cad12540137298def","8013314","1561279446","6/23/2019 8:44:06 AM","0x76b8b517731f879ef2dce1f3a627b3872bd40ebf","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00083148345","0.110021890104","307.37","","",""
"0xdb374bd662d1159e8b477b5e058bb977370aada56929109775cfaed77a1d9b3a","8013326","1561279638","6/23/2019 8:47:18 AM","0x81f7ef7586c7da8fdb0bb94032f3ad06ae21f644","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0x227b0f280a48939727201153e3d1966d7b6d32ba86f0a3bcfb8383b11945ec98","8013504","1561282450","6/23/2019 9:34:10 AM","0xda0285ff49800536a53cbef7a7188da10a656efe","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.001357524","0.17962757568","307.37","","",""
"0xb9311d1169ebb7b2a34bbc7d541f091164df535a238f7ff01d8d426ae489a5f3","8013881","1561287658","6/23/2019 11:00:58 AM","0x185fdfb8c1f3036d71b96b4d28d307259f0beb2e","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00083148345","0.110021890104","307.37","","",""
"0x0876b8c93f1f72cb8b0b25dde96910abe6049cb04a3b7f11de9abb59dd73a918","8013915","1561288216","6/23/2019 11:10:16 AM","0x54d25d45fdb3e6f642783effbaabb4278c9f42cc","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0001357524","0.017962757568","307.37","","",""
"0x8e5cb5a4a8f49013e165ffd502ff98c68c105b05084f71f9595aacffe2277ef3","8014443","1561294996","6/23/2019 1:03:16 PM","0x231d1391babc0f518426df12f0bbcf47853c785e","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0xb0ee25dc95f68c4cb919a6f3d10dfd04de9646b10899d7215565ad6a8ffaa3d9","8014458","1561295137","6/23/2019 1:05:37 PM","0x18baa519d1859f28ddc17fbe45c28fce51eefe71","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.001357524","0.17962757568","307.37","","",""
"0xafa6c7b21a478543be79ed81364f1fb25cd92319a08fd752725ec5d07ae4aef9","8014506","1561295831","6/23/2019 1:17:11 PM","0xcf16d1925638f986e7c588a4d5da02af1a9fcd8d","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0007466382","0.098795166624","307.37","","",""
"0x91e282a846ac113f74f575d7bbdcabe619c240f8f0af2f7c421771d553e73a20","8014538","1561296238","6/23/2019 1:23:58 PM","0x397d34604f2b2227f4fb0bfec2e48d4e85c5aa67","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0007466382","0.098795166624","307.37","","",""
"0xc20135740bd1f9f9746135532cacb78af8cede46bca3405425cf8e2883985d87","8014951","1561301727","6/23/2019 2:55:27 PM","0xe319eaea4d9d60213703bd35fe442ec95b0d95da","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000339381","0.04490689392","307.37","","",""
"0xff648e47274ebb3d73852b03a2064d469918388c4db8015dfdb1a3377791205f","8015544","1561309968","6/23/2019 5:12:48 PM","0xccf29fa0a266e7373f0e4065be2ad605d2afbea8","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000384","0.05081088","307.37","Error(0)","Out of gas",""
"0x1b4bffb0c8517cb73197e686ee920afb1cfa498cabcb6019d21e1bc961e2580c","8015622","1561310972","6/23/2019 5:29:32 PM","0x9b659d5631526d6cb599da65dd0e59a923303d6c","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0044458911","0.588280310352","307.37","","",""
"0x59bb97de1f40471cf8d4c22e5535c409cb64c6b60d63bc6179d5d360db99d64b","8015668","1561311712","6/23/2019 5:41:52 PM","0x0a80b518586ff4568b5437a816164a7bd53baf37","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0044458911","0.588280310352","307.37","","",""
"0xc259c797ebc6cb342d75238fd9f7c695d37fa3371f979395909792f2bbba9122","8015871","1561314486","6/23/2019 6:28:06 PM","0xe586c8ccb29944f458104c7acbe4ca48122da895","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.001018143","0.13472068176","307.37","","",""
"0xd3604ae6600c190ebc20913e703b116b81ad427760a7b2e9fa1f3cdf1379f98a","8015929","1561315120","6/23/2019 6:38:40 PM","0x9deab9675d8d9b956e0c2a7d5be627fac850fd58","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00422529345","0.559090829304","307.37","","",""
"0x9fe7d9195f77ec870b52d3d4918f628a13e2a92763bf234545140ca0e3990446","8016152","1561318021","6/23/2019 7:27:01 PM","0x7c6faabeeeeae8aeab3838cfd306f0e5db34488b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00113692635","0.150438094632","307.37","","",""
"0xf55fe764c0d948b6aad3004946d108a78428cf0930632c83a55225f14233d635","8016156","1561318059","6/23/2019 7:27:39 PM","0x7c6faabeeeeae8aeab3838cfd306f0e5db34488b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00015817725","0.02093001372","307.37","","",""
"0x38bffcde95d00a5d642fdab02b3a51ca04c2b3d96b6724a6080ac7583ab0dd1a","8016156","1561318059","6/23/2019 7:27:39 PM","0x7c6faabeeeeae8aeab3838cfd306f0e5db34488b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00022869","0.0302602608","307.37","","",""
"0xb158b796635c89840e23179dcefa0d16aefc468522c019e0858815fdf7a9dd93","8016156","1561318059","6/23/2019 7:27:39 PM","0x7c6faabeeeeae8aeab3838cfd306f0e5db34488b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00021153825","0.02799074124","307.37","","",""
"0xacceee8fb1a8da634694891b6644e7c95f15cc1a84e7a824bd5958a2dcff1886","8016156","1561318059","6/23/2019 7:27:39 PM","0x7c6faabeeeeae8aeab3838cfd306f0e5db34488b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00038305575","0.05068593684","307.37","","",""
"0x1d6994bf77a6ae33c72c039b10e7c01390c14c99357912c483723eeaa58488a0","8016156","1561318059","6/23/2019 7:27:39 PM","0x7c6faabeeeeae8aeab3838cfd306f0e5db34488b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00038305575","0.05068593684","307.37","","",""
"0xf33b08b86c700d3c3f8d2605e2396e80ec312f4c04943c131e34ff8229f4998e","8016233","1561319221","6/23/2019 7:47:01 PM","0xdf164e23284e615ae14db1d7a8b5375ffd0ff65e","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00117086445","0.154928784024","307.37","","",""
"0x879050314ffd8c8c530dcc7ec6cd846c8f9055cb214ab5c6c91c28ed5f2f383c","8016290","1561320051","6/23/2019 8:00:51 PM","0xec50ad7052bd1bb900ff0c31338d306344d1999e","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0042422625","0.561336174","307.37","","",""
"0x58680ebf13dfd53690575b5e07f42d3b182ae1ea8f3ff855ca3f68e12f09ea54","8016304","1561320312","6/23/2019 8:05:12 PM","0x3e4bfef24c93b0641c1ae27e547393cc840345ef","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000339381","0.04490689392","307.37","","",""
"0xdbb4151eb3b3ab7a394e7250dde7f97eb03e2b4e1f0416385c16b60acd158f89","8016382","1561321372","6/23/2019 8:22:52 PM","0x81eb3eda9e23d86a10fb5bf9a571ea5cdbe78405","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00076360725","0.10104051132","307.37","","",""
"0xb690a70e2a0d073a3bb714460e237dccd426464095853422df5cfeede937467b","8016541","1561323018","6/23/2019 8:50:18 PM","0x7be79d8056bcc1a1e52125e482023596bdba6f9d","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0xbe6baf7ba32f67216415994d0bbd6552cc469b312d9907238e78a046e635a4c8","8016678","1561324732","6/23/2019 9:18:52 PM","0x8465b666019b9c396d1d1fea74968c43814c6365","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0xfd4c0611425f597654e044403f106a8df7f10c2369d7a0124c46414fe1068fc6","8016847","1561326841","6/23/2019 9:54:01 PM","0xe9a05f3d1d75803945dadcd590943b3687b6b2af","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","307.37","","",""
"0x832a631464bacef2eb20e92ad8b20203d0633f0beb3dea5811e0e57aed37cffb","8017337","1561333845","6/23/2019 11:50:45 PM","0xd6d30f186e802c1558b8137bd730f7f4aec17ae7","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.003054429","0.40416204528","307.37","","",""
"0x99457a27faaf5487df48f06743f0f59e355944300e920a0149e6cf3291d1e4f8","8017562","1561336805","6/24/2019 12:40:05 AM","0x23d9ca8328b8630c08f72501bf3950462f3f5456","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","311.22","","",""
"0xf7ccabec34fa39b381713adf8e6caab42b6054383ddc6f1dbb5fbe7294c92f25","8017684","1561338343","6/24/2019 1:05:43 AM","0xd198fd80be1c35570084712539213cba87b9c26a","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","311.22","","",""
"0x1ceaa2ae6bc7036ed24ff3c2dfd9db0525c1d8613d4f4975f3cf292a6516c1e1","8017812","1561340086","6/24/2019 1:34:46 AM","0x3123f7271ee3ab8041328b6812439d11bfc79817","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000339381","0.04490689392","311.22","","",""
"0x45c897fec96040a7e7d6ea7fe90af0ea49bc46ed46fcbcdfa778faf381c29e40","8017901","1561341237","6/24/2019 1:53:57 AM","0x1e7c4ccbe0a921748abd553102453a517777763e","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","311.22","","",""
"0xb2966aaf9053f938768b33659fc1ef8a40e07418ae19d6572772820d6470bcb3","8018002","1561342484","6/24/2019 2:14:44 AM","0x4359bcfdd57c84481cd30233a752c1dc0fd32f11","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.000678762","0.08981378784","311.22","","",""
"0x01ba392992b478519de3d8147f120d890f4873523b98a131826a40f8de9b6e44","8018207","1561345229","6/24/2019 3:00:29 AM","0x9ffa9cced03b6b0bda116ab14be5ceda2db0e9dd","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0016290288","0.215553090816","311.22","","",""
"0x1c63d1ac8c510c2a7a296213a0140c1b1353cfa9a57d0b48efddf74cdae9c856","8018260","1561345969","6/24/2019 3:12:49 AM","0xe8683cd095c5d1385cf84739f65b8fd60fdc93cb","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0017308431","0.229025158992","311.22","","",""
"0x34e733742de53b3301c0b884c207377087f0cf664e8ef0286b0ff9d67032f531","8018557","1561350278","6/24/2019 4:24:38 AM","0x0a5506a17af2ad59d5fe2f1884521044ddf740f8","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00205325505","0.271686708216","311.22","","",""
"0xff381ab0a43e174de4918a7008976df190c54405b8e473b3ddb29610e3ef969e","8018729","1561352634","6/24/2019 5:03:54 AM","0xbfebe09d854272c3aeeb1e4411c2b02a83d0339e","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00120480255","0.159419473416","311.22","","",""
"0xa282d9a7684b966c2c59795a3e85eaf142db35f3e5678ada9aaab8f407151348","8019231","1561359431","6/24/2019 6:57:11 AM","0x534a8b1b60764f178ba4cb21051c878477800fd5","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00086542155","0.114512579496","311.22","","",""
"0xcd8b45daea3513b8e56be45a28ae53e17f75c8319c21390348694bd4ed9fe335","8019322","1561360926","6/24/2019 7:22:06 AM","0x2e68f16778b141cddc9d576f77c2c131ee968db3","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00069573105","0.092059132536","311.22","","",""
"0x07c686fcabf419c20017c7217d5a2cd275ed61888f78e152a3c4f4642571f91c","8019736","1561366185","6/24/2019 8:49:45 AM","0xf407bac106a809a77d90c67af5898c221e5e6dcc","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00339381","0.4490689392","311.22","","",""
"0x1437e68505798e592392a77427cbebe5de5a4e51966456170b19d36b545b0da2","8020044","1561369980","6/24/2019 9:53:00 AM","0x7e5a6850e31ed2d0914de1d42e1eda95ccccedd5","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0018665955","0.24698791656","311.22","","",""
"0x8d580510c00ae3719df80bd7a6adc01d4b7b3cd1a80416699b613ee159dc36fb","8020622","1561377894","6/24/2019 12:04:54 PM","0x5ba357178389cf9c532f2ce56cf09696fcff2f5b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.006108858","0.80832409056","311.22","","",""
"0xcbfbbb55b3c05aecdd4576109f92e888ef59da2da65675fb9665acb080b43fe0","8021233","1561386196","6/24/2019 2:23:16 PM","0xabbad0389970fa96a4b0e509c070c787cdc302ac","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0022738527","0.300876189264","311.22","","",""
"0x8d3c15e03f9c14e98026163d3fb463fb7af2521ef74cce044526bce770ec3748","8021278","1561386769","6/24/2019 2:32:49 PM","0xa5d224b43eab837aa2ee9c6ed727f1613f301a5e","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0024774813","0.327820325616","311.22","","",""
"0xf1bfa9351cfcb5de8a057fa2e9bd1a29f8723054152074908293c4def1311085","8021377","1561387946","6/24/2019 2:52:26 PM","0x83539c51899366bbe7eb4dc3085dcc091c5e062d","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00405560295","0.536637382344","311.22","","",""
"0x6e894d9b60c8a38decdfdc19e12eeb9e38d6215f1e62186258e02efb872e0f91","8021671","1561392056","6/24/2019 4:00:56 PM","0x3a5c2a873f2d3c37bfd1df97471c6f67e7b3bbb6","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0018665955","0.24698791656","311.22","","",""
"0xe60e11c2850fa66b90ff349e2ba06e01a740cb25f8abd4b53cebac468ffe5305","8021712","1561392603","6/24/2019 4:10:03 PM","0x4a2fcc8afeb7034c650e0fbb0fe93cdf97220c1b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.001696905","0.2245344696","311.22","","",""
"0x53af2d17aa2f30a219c017202ddf1cb8a84728ca70aad8703bbc54215fbd8470","8021829","1561394148","6/24/2019 4:35:48 PM","0x1bb1f263cc07316b3ece86bcfaa24415bc7b47e2","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00222294555","0.294140155176","311.22","","",""
"0x5ee4906b0a579f64dc8fef5c67e7024f318b153a1269a1b8e7510f72f4a7aadb","8021923","1561395405","6/24/2019 4:56:45 PM","0xfaff9a8e78ba6ceaee89269b6d7a00e97d097ed0","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.0025453575","0.3368017044","311.22","","",""
"0xed8394f892403b9061807c6aac0199d730d2250c4aa1a61fc12eecbe817b46bb","8022160","1561398436","6/24/2019 5:47:16 PM","0xdda79b0625babbf4fe19c039734c47d43299242b","0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b","","0","0","0","0.00123874065","0.163910162808","311.22","","",""
